article,sentence,label
Agosa universal web tool for GW.txt,"The web implementation of the algorithm contains several new features and enhancements: (i) one universal scoring matrix which allows identification of AGO-binding proteins in sequences representing all organisms; (ii) reduction of false positive predictions by improved selectivity of the algorithm; (iii) graphical interface to easily browse the prediction results; and (iv) the option to submit a DNA sequence which will be automatically translated in six frames before running the prediction algorithm.",1
agplus a rapid and flexible tool.txt,"Availability and Implementation: This software is implemented in Ruby, supported on Linux and Mac OSX, and freely available at",1
AGRA analysis of gene ranking algorithms.txt,"To help researchers decide which algorithm to use, we developed the analysis of gene ranking algorithms (AGRA) system that offers a novel technique for comparing ranked lists of genes",1
AGRA analysis of gene ranking algorithms.txt,"Availability and Implementation: Available at http://agra.fzv.uni-mb.si/, implemented in Java and running on the Glassfish",1
AIDA ab initio domain assembly for.txt,"Availability and implementation: The AIDA package as well as the benchmark sets used here are available for download at http://ffas.burnham.org/AIDA/.",1
AISAIC a software suite for accurate.txt,We describe a Java AISAIC package that provides comprehensive analytic functions and graphic user interface for integrating two statistically principled in silico approaches to address the aforementioned challenges in DNA copy number analyses,1
AISAIC a software suite for accurate.txt,"Availability and implementation: AISAIC is available as a Java application, with a users guide and source code, at https://code.",1
al3c highperformance software for parameter inference.txt,Motivation: The development of Approximate Bayesian Computation (ABC) algorithms for parameter inference which are both computationally efficient and scalable in parallel computing environments is an important area of research,1
al3c highperformance software for parameter inference.txt,"While development of algorithms such as ABC Sequential Monte Carlo (ABC-SMC) help address the inherent inefficiencies of rejection sampling, such approaches are not as easily scaled on multiple processors",1
al3c highperformance software for parameter inference.txt,Availability and implementation: al3c is offered as a static binary for Linux and OS-X computing environments,1
al3c highperformance software for parameter inference.txt,"Due to its sequential nature, ABC-SMC is less trivial to parallelize and as a result, existing software implementations byallows for the massively parallel execution of code on graphics processing units (GPUs), although this requires in-depth parallel programming knowledge",1
ALCHEMY a reliable method for automated.txt,"Results: As part of the development of two custom single nucleotide polymorphism genotyping products for Oryza sativa (domestic rice), we have developed a new genotype calling algorithm called ALCHEMY based on statistical modeling of the raw intensity data rather than modelless clustering",1
ALCHEMY a reliable method for automated.txt,"One limitation in custom genotyping array development is the requirement of many automated genotype calling algorithms such as Affymetrix's 'BRLMM-P' to have a large number of samples from which three distinct clusters of genotypes (AA, AB, BB) can be reliably identified and clearly distinguished ()",1
ALCHEMY a reliable method for automated.txt,"Compared to many other genotype calling software packages, ALCHEMY has relatively few options to tune its performance for specific datasets",1
ALE a generic assembly likelihood evaluation.txt,"Availability: ALE is released as open source software under the UoI/",1
ALE a generic assembly likelihood evaluation.txt,"Using Bayesian statistics, we give an expression for the probability that an assembly is correct, and provide an automated software tool Assembly Likelihood Evaluation (ALE) based on this expression",1
ALEA a toolbox for allelespecific epigenomics.txt,"Availability: The package, test data and usage instructions are available online at",1
aLFQ an Rpackage for estimating absolute.txt,"Results: We present a bioinformatics tool, termed aLFQ, which supports the commonly used absolute label-free protein abundance estimation methods (TopN, iBAQ, APEX, NSAF and SCAMPI) for LC-MS/MS proteomics data, together with validation algorithms enabling automated data analysis and error estimation",1
aLFQ an Rpackage for estimating absolute.txt,Availability and implementation: aLFQ is written in R and freely available under the GPLv3 from CRAN (http://www.cran.r-project.org),1
